restaurantId,name,type,slotDiscovery,urls,priceBand,neighborhood,primaryCuisine,campaignId,isPromoted,restaurantAvailabilityToken,isPinned,diningStyle,address,description,hasTakeout,recentReservationCount,textReviewCount,rating,hasBar,hasCounter,hasHighTop,hasOutdoor,pickupEnabled,groupId,latitude,longitude,phoneNumber,deliveryPartner,menuUrl
113968,Puesto at the Headquarters,GuestCenter,on,https://www.opentable.com/r/puesto-at-the-headquarters-san-diego,$31 to $50,Downtown / Gaslamp,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"789 W. Harbor Dr., San Diego, CA, 92101","Owned and operated by a Mexican American family whose best memories all include tacos, Puesto is an award-winning Mexican Artisan Kitchen & Bar providing an innovative approach to authentic Mexican flavors. Puesto has garnered national acclaim for its Mexico City-style crispy melted cheese tacos, served on handmade non-GMO, organic, maíz azul stone-ground tortillas. \r\n\r\nIn addition to tacos, offerings include a selection of fresh catch ceviches, guacamoles, starters and ensaladas, courtesy of Chef/Partner Luisteen Gonzales. The bar program showcases the best of Mexico City through the use of fresh ingredients in our hand crafted cocktails and housemade Micheladas, tequilas, mezcals, Baja craft beers, and Valle de Guadalupe wines you can’t find elsewhere \r\n\r\nWe’re honored to have been featured by media outlets nationally and internationally, some of which include National Geographic, Huffington Post, Refinery 29, MSN, Insider, Zagat, Eater, Food and Wine, and LA Times.",true,89,2598,rating:4.4,true,false,false,true,null,790,32.711308,-117.169175,(619) 233-8880,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F6c8a4ec4-34e5-4031-bd5e-4fb71c18b8ac&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpuesto-san-diego
166114,Water Grill - San Diego,GuestCenter,on,https://www.opentable.com/water-grill-san-diego,$31 to $50,Downtown / Gaslamp,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"615 J Street, San Diego, CA, 92102","Located steps away from Petco Park in the heart of Downtown San Diego, Water Grill is a true seafood destination. Family owned and operated, Water Grill focuses on first-of-the-season seafood and has delivered a superior dining experience for more than 30 years. Their devotion to quality seafood sourced in-house, is illustrated on their daily menus.\u003cbr /> \u003cbr />Sourcing from local fishermen, Water Grill’s seafood arrives from boat to table in a matter of hours. Water Grill Executive Chefs prepare the dishes with care, allowing the fresh seafood to shine, while using high-quality ingredients to elevate the recipe. From Spiny Lobsters in the fall to Wild Salmon in the spring, Water Grill’s focus is all about local, sustainable seafood and a one-of-a-kind experience. \u003cbr /> \u003cbr />A safe and comfortable experience, Water Grill follows all the CDC guidelines to ensure you have an amazing experience each and every time.",true,102,1935,rating:4.6,false,false,false,false,null,6,32.709209,-117.158898,(619) 717-6992,,
20050,Cowboy Star,GuestCenter,on,https://www.opentable.com/r/cowboy-star-san-diego,$50 and over,Downtown / Gaslamp,Steakhouse,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"640 10th Ave, San Diego, CA, 92101","Located in the heart of the East Village neighborhood of San Diego, Cowboy Star is dedicated to providing an unmatched attention to detail and a level of service that immediately sets us apart.  Cowboy Star guests are the number one priority and guest satisfaction is the base upon which our entire concept is built. \u003cbr />\u003cbr />Our level of service is only matched by our celebration of regional American heirloom recipes offered with genuine neighborly hospitality.  We are committed to supporting local and regional farmers, fishers and producers by cooking food that recaptures the simple and pure tastes found in locally grown, natural and organic ingredients.  We strive to raise awareness of a more sustainable food future, while helping to restore a sense of community that brings us back to a more homegrown time.\u003cbr />\u003cbr />The Cowboy Star Menu features the finest in select natural products including Niman Ranch all natural beef from the nation's leading Certified Humane Angus herd.",false,31,3282,rating:4.8,false,true,false,false,null,560,32.712153,-117.155865,(619) 450-5880,,
94132,Barrio Star,GuestCenter,on,https://www.opentable.com/r/barrio-star-san-diego,$30 and under,Banker's Hill,Mexican,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"2706 5th Ave, San Diego, CA, 92103","The sky’s the limit at Barrio Star--presenting San Diego with modern Mexican Soul Food woven with bold Latin flavors and clever Asian touches. \n\nAs one of several restaurants created by award-winning chef and restaurateur Isabel Cruz, Barrio Star’s bright and lively décor is a metaphor for what we proudly serve. Our vibrant flavors and healthier renditions of classic Mexican dishes reveal thoughtfully presented menu items that are sure to please every palate. \n\nPairing with our well-prepared food is a mouthwatering beer and cocktail menu. Besides serving standard Mexican beers, we also offer rotating drafts as well as an extensive tequila menu. Kickstart the evening with our roasted jalapeno blackberry margarita and let the fiesta begin!",false,22,936,rating:4.6,true,false,true,true,null,994,32.733608,-117.160305,(619) 501-7827,POSTMATES,https://postmates-by-uber-eats.sjv.io/c/2606859/1141057/13340?prodsku=b38260db-5e95-48ee-8001-0ba057d56e2e&u=https%3A%2F%2Fwww.postmates.com%2Fstore%2Fbarrio-star%2Fs4Jg216VSO6AAQugV9VuLg%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_8869
92713,The Lion's Share,GuestCenter,on,https://www.opentable.com/the-lions-share,$30 and under,Downtown / Gaslamp,Wild Game,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"629 Kettner Blvd., San Diego, CA, 92101","In addition to modern American fare, The Lion's Share features exotic meats seldom found in other restaurants.  The menu pairs well with an interesting wine list focused around small production wineries.  \u003cbr>\u003cbr />Last, but not least, they offer hand-crafted cocktails considered amongst the best in the city in an eclectic atmosphere with a friendly staff.",true,19,898,rating:4.8,false,false,false,false,null,,32.711935,-117.168932,(619) 564-6924,,
1605,The Melting Pot - Gaslamp Quarter,GuestCenter,on,https://www.opentable.com/the-melting-pot-gaslamp-quarter,$31 to $50,Downtown / Gaslamp,Fondue,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"901 Fifth Avenue, San Diego, CA, 92101","Welcome to The Melting Pot  San Diego Gaslamp\u003cbr />\u003cbr />Located on 5th Ave & E St in the historic Gaslamp Plaza Suites, the San Diego - Gaslamp Melting Pot Restaurant brings a truly unique, romantic and interactive four-course fondue dining experience to San Diego's vibrant downtown dining scene.! ",false,40,2021,rating:4.7,false,false,false,false,null,8,32.714746,-117.15993,(619) 234-5554,,
1049623,Monzu Fresh Pasta,GuestCenter,on,https://www.opentable.com/r/monzu-fresh-pasta-san-diego,$31 to $50,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"455 10th Ave, San Diego, CA, 92101-7201","We are Monzu Fresh Pasta, a fast-casual eatery serving Italian and contemporary flavors made from scratch in the heart of San Diego’s East Village. In drawing upon our European heritage and passion for hand-crafted meals, we take pride in transporting you to Italy via our home country’s most beloved staple: fresh pasta.",true,14,249,rating:4.7,false,false,false,true,null,,32.709932,-117.15534,(619) 255-5032,,
269602,Lionfish Restaurant at The Pendry Hotel,GuestCenter,on,https://www.opentable.com/r/lionfish-restaurant-at-the-pendry-hotel-san-diego,$30 and under,Downtown / Gaslamp,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"435 Fifth Ave, San Diego, CA, 92101","The taste of fresh sustainable seafood has come to the Gaslamp Quarter.\nLionfish, located in the Pendry San Diego, is a modern, cutting edge restaurant located on 5th Avenue that features fresh-catch cuisine and seasonal ingredients, all prepared with innovative twists by homegrown San Diego chef JoJo Ruiz.\nThe two-story space takes San Diego seafood restaurants to the next level and will honor the essence of the city’s lifestyle with a menu that is both hip and healthy, eccentric but not excessive.\nHaving studied under Michelin star and celebrity chefs, Ruiz has developed a network of fisherman and produce growers to ensure that the Lionfish kitchen uses only the freshest and most seasonal ingredients…",true,32,1047,rating:4.7,false,false,false,false,true,782,32.710075,-117.15984,(619) 738-7200,UBER_EATS,https://www.ubereats.com/san-diego/food-delivery/lionfish-modern-coastal-cuisine/TfgorO7qRQeZD9m2eR-L5w/?utm_source=opentable&utm_content=TfgorO7qRQeZD9m2eR-L5w
95866,Osteria Panevino,GuestCenter,on,https://www.opentable.com/r/osteria-panevino-san-diego,$30 and under,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"722 5th Ave, San Diego, CA, 92101","Osteria Panevino is the oldest restaurant in all of the Gaslamp Quarter that features the best Italian cuisine that San Diego has to offer, winning the gold awards for best family restaurant in San Diego, and best Italian Cuisine in San Diego that will surely have your taste buds blown away. Our world renowned chef, Vincenzo Lo Verso, has spent over 25 years perfecting his Sicilian recipes, following age-old family traditions that have withstood the test of time. Stop by and surround yourself in a rustic, Tuscan ambience as chef Vincenzo takes you on a culinary adventure of a lifetime.",true,42,1152,rating:4.4,false,false,false,false,null,912,32.712933,-117.160277,(619) 595-7959,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2Fb1a9e46b-72cc-46d1-a1ff-b9656ca11077&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fosteria-panevino-san-diego&af_android_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fosteria-panevino-san-diego&af_ios_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fosteria-panevino-san-diego
1346,Lou & Mickey's,GuestCenter,on,https://www.opentable.com/lou-and-mickeys,$31 to $50,Downtown / Gaslamp,Steakhouse,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"224 Fifth Avenue, San Diego, CA, 92101","Located across the street from the San Diego Convention Center and nestled underneath the iconic entrance to the Gaslamp Quarter, Lou &amp; Mickey’s has been Downtown San Diego’s favorite steakhouse for over a decade. The restaurant was recently renovated, yet still magically transports you to another time. Whether you’re a Ribeye fanatic or a Wagyu lover, this timeless steakhouse is a true meat destination.",false,78,2524,rating:4.5,true,false,false,false,null,6,32.707601,-117.16019,(619) 237-4900,,
3439,Asti Ristorante,GuestCenter,on,https://www.opentable.com/asti-ristorante,$30 and under,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"728 5th Avenue, San Diego, CA, 92101","Since 1994, Asti has been serving locals and visitors authentic Italian cuisine in a unique and inviting atmosphere.  Whether you dine on our lively patio, or choose to sit inside and enjoy the beautiful artwork and brick walls, you're sure to have an unforgettable dining experience.\u003cbr />\u003cbr />Each dish on our menu, from our selection of antipasti, handmade pastas, fresh seafood, and quality steaks, is inspired by the delicious flavors of Northern Italy.  While some restaurants offer small plates, Asti continues to serve up delicious abundance, all freshly and individually prepared to order.  With an extensive vintage wine selection and knowledgeable staff, we deliver a true Italian dining experience that will leave your palate asking for more!\u003cbr />\u003cbr />\u003cbr />",true,31,1274,rating:4.4,false,false,false,true,null,30,32.712996,-117.160371,(619) 232-8844,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F93036ef4-24f6-4d45-bb97-f8c0c7c032ef&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fasti-ristorante-san-diego&af_android_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fasti-ristorante-san-diego&af_ios_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fasti-ristorante-san-diego
99943,Edgewater Grill,GuestCenter,on,https://www.opentable.com/r/edgewater-grill-san-diego,$30 and under,Downtown / Gaslamp,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"861 West Harbor Dr, San Diego, CA, 92101","Edgewater Grill is located in Seaport Village, on downtown San Diego's Bay. We have one of the finest waterfront views in San Diego! Spanning the length of the restaurant are outdoor patios where guests can enjoy an unobstructed view of the Coronado Bridge and Island.",false,23,794,rating:4.2,true,false,true,false,null,9507,32.708708,-117.171296,(619) 232-7581,,
1194475,Mad House,OTConnectPlus,on,https://www.opentable.com/r/mad-house-san-diego,$30 and under,Barrio Logan,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"801 Fourth Ave, San Diego, CA, 92101-6121",Welcome to Mad House! Home of the biggest menu in the Gaslamp Quarter. We're open late :),true,null,0,rating:0,false,false,false,false,null,,32.713801,-117.160809,(619) 269-1987,,
16927,Nobu San Diego,GuestCenter,on,https://www.opentable.com/nobu-san-diego,$30 and under,Downtown / Gaslamp,Bar / Lounge / Bottle Service,1434051,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"207 Fifth Avenue, San Diego, CA, 92101",World renowned for its award winning \New Style\ Japanese cuisine,true,38,2919,rating:4.6,true,false,false,true,true,32,32.707542,-117.15989,(619) 814-4124,POSTMATES,https://postmates-by-uber-eats.sjv.io/c/2606859/1141057/13340?prodsku=bc8a692d-c987-4e9e-81ab-86b2db4d08ba&u=https%3A%2F%2Fwww.postmates.com%2Fstore%2Fnobu-san-diego%2FvIppLcmHTp6Bq4ay200Iug%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_8869
1020976,Sugar Factory American Brasserie - Theatre Box,GuestCenter,on,https://www.opentable.com/r/sugar-factory-american-brasserie-theatre-box-san-diego,$31 to $50,Downtown / Gaslamp,American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"701 Fifth Ave., San Diego, CA, 92101","Sugar Factory is known the world over for its celebrity-endorsed Couture Pops, which have turned sweets into the latest designer accessory. We now have locations in some of the world’s most cosmopolitan cities, including Las Vegas, New York City, Bahrain, Chicago, Miami, Dubai, Orlando and Manila.\r\n\r\nIconic superstars including Kylie Jenner, Kendall Jenner, Britney Spears, Drake, Nicole Scherzinger, Kim Kardashian, Eva Longoria and Rupert Grint are just a few of the celebrities who have either endorsed or have been spotted with the sparkly lollipops. Sugar Factory’s loyal celebrity following has received widespread media attention from People Magazine, the Daily Mail, US Weekly, Entertainment Tonight, Extra and more.",true,140,1856,rating:3.8,true,false,true,true,true,572,32.71279,-117.159845,(619) 814-2225,UBER_EATS,https://www.ubereats.com/san-diego/food-delivery/sugar-factory/ZfD7XkBBSjuMvRTghpEL7w/?utm_source=opentable&utm_content=ZfD7XkBBSjuMvRTghpEL7w
169480,Albert's Restaurant - San Diego Zoo,GuestCenter,on,https://www.opentable.com/alberts-restaurant-san-diego-zoo,$31 to $50,North Park,International,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"3391 Richmond St., San Diego, CA, 92103","Located in the heart of the San Diego Zoo, Albert’s offers full-service dining where you can enjoy deck seating with the ambiance of a tropical waterfall.  Patio seating not guaranteed!\u003cbr />\u003cbr />The menu features a variety of unique dishes including seafood specialties, a variety of entrees, salads, sandwiches, and children’s options. \u003cbr />\u003cbr />Join us for Weekend Brunch on Saturdays and Sundays from 10:00 am to 12:00 pm.\u003cbr />\u003cbr />Valid San Diego Zoo Membership or admission ticket is required to dine in Alberts Restaurant.\u003cbr />",false,35,1742,rating:4.4,false,false,false,false,null,,32.734654,-117.152047,(619) 685-3200,,
1085485,Gyu-kaku - Downtown San Diego,GuestCenter,on,https://www.opentable.com/r/gyu-kaku-downtown-san-diego,$30 and under,Downtown / Gaslamp,Japanese,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"801 5th Ave, San Diego, CA, 92101","We are open for limited dine-in service.\u003cbr />\u003cbr />We have updated our operations in accordance with all government guidelines to put your health and safety first.\u003cbr />\u003cbr />To maintain a safe environment for you and Gyu-Kaku staff, we ask that all guests understand and adhere to the following:\u003cbr />\u003cbr />- Masks are recommended\u003cbr />- There may be limits on party sizes.\u003cbr />- We are serving a limited menu. Not all Grand Menu items will be available during our immediate reopening.\u003cbr />- We only accept payment via credit or debit card. Cash payments respectfully declined.\u003cbr />",false,29,69,rating:4.5,false,false,false,false,null,00,32.713787,-117.159872,(619) 310-5782,,
106951,Gaslamp Fish House,GuestCenter,on,https://www.opentable.com/r/gaslamp-fish-house-san-diego,$30 and under,Downtown / Gaslamp,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"411 Broadway Ave., San Diego, CA, 92101","Gaslamp Fish House is opened. Our Guests and employee's safety is our main concern. We are taking extra action to keep everyone safe.\u003cbr />\u003cbr />We are offering a unique fusion of Mediterranean and American Cuisine.  Our Oyster bar, Fresh Fish and Seafood, as well as all our Black Angus Grass Fed Beef are sourced locally from sustainable San Diego Fisheries and California Farms. \u003cbr />\u003cbr />Come to check us, seat and relax, our Team will do the rest. ",true,19,825,rating:3.8,false,false,true,true,null,,32.715572,-117.160983,(619) 795-3800,,
1193086,Barrel & Board Social,GuestCenter,on,https://www.opentable.com/r/barrel-and-board-social-san-diego,$31 to $50,Hillcrest,Contemporary American,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Elegant Dining,"1027 University Ave, San Diego, CA, 92103-3309","A New Woman-Forward Intimate Cocktail &amp; Food Experience is Here!\u003cbr />Welcome to Hillcrest’s chicest spot for craft cocktails, barrel-aged potables, and chef-inspired shareable boards. An upscale LGBTQ+ bar, restaurant &amp; event space brought to you by the Mo’s Universe Group! \u003cbr />Named San Diego's Top 10 Hottest Cocktail spots by EATER, as well as Open Table's Top 10 DINERS CHOICE Winner! \u003cbr />",true,26,39,rating:4.8,true,false,false,true,null,971,32.7481313,-117.154646,(619) 902-4646,,
40030,Fleming's Steakhouse - San Diego,GuestCenter,on,https://www.opentable.com/flemings-steakhouse-san-diego,$31 to $50,Downtown / Gaslamp,Steak,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"380 K Street, San Diego, CA, 92101","Fleming's Prime Steakhouse &amp; Wine Bar is an outstanding choice to enjoy an exceptional Prime steak, glass of wine or handcrafted cocktail. Whether you’re celebrating a special occasion, hosting a business dinner or simply wanting to enjoy an excellent culinary experience  – we will create a safe and memorable evening for you. If you prefer to enjoy your fine dining experience at home, you can order and pay for lunch or dinner online and then pick up curbside or select from one of our delivery partners.",true,18,1683,rating:4.8,true,false,false,false,null,6,32.708368,-117.161196,(619) 237-1155,POSTMATES,https://postmates-by-uber-eats.sjv.io/c/2606859/1141057/13340?prodsku=9af184cc-c93c-4565-bd2b-a0ceb85db5cf&u=https%3A%2F%2Fwww.postmates.com%2Fstore%2Fflemings-prime-steakhouse-%2526-wine-bar-san-diego%2FmvGEzMk8RWW9K6DOuF21zw%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_8869
62380,Greystone Prime Steakhouse & Seafood,GuestCenter,on,https://www.opentable.com/r/greystone-prime-steakhouse-and-seafood-san-diego,$31 to $50,Downtown / Gaslamp,Steakhouse,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"658 5th Ave., San Diego, CA, 92101","Greystone Prime Steakhouse &amp; Seafood has been a landmark destination in the historic Gaslamp Quarter in Downtown San Diego for 20 years. As a family-owned restaurant with family values that is dedicated to the highest level of service, we were honored when we were recognized as being one of the top 10 steakhouses in California. Our wide selection of USDA prime meat, and exotic game is surely going to have you taste buds begging for more. We offer an elegant and classic ambiance made perfect with the beautiful lighting, setting a romantic mood for a date night. Come stop by for our world famous wagyu and espresso martinis for a once-in-a-lifetime experience",false,50,1544,rating:4,false,false,false,true,null,912,32.712303,-117.16027,(619) 232-0225,,
41335,Operacaffe,GuestCenter,on,https://www.opentable.com/operacaffe,$30 and under,Downtown / Gaslamp,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"835 4th Ave, San Diego, CA, 92101","At Operacaffe we are passionate about  our culinary business and our customers.  The reputation for excellent cuisine, top-notch service, the quality and freshness of ingredients are the reasons we are so proud of our brand new restaurant!",true,14,871,rating:4.7,false,false,false,true,null,,32.714147,-117.161047,(619) 234-6538,,
1147690,Cerveza Jack's Gaslamp,GuestCenter,on,https://www.opentable.com/r/cerveza-jacks-gaslamp-san-diego,$30 and under,Downtown / Gaslamp,Southern,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"322 5th Ave, San Diego, CA, 92101-6910","Located in the Gaslamp District of San Diego, Cerveza Jack's is an everyday escape for any food &amp; drink lover. Our menu features Southern comfort favorites inspired by our sister location in “Music City” Nashville, TN, while maintaining the effortless cool of the California coast. Perfect for a Lunch in the San Diego sun or a night of drunken debauchery (or both), Cerveza Jack's promises to be an oasis complete with live music, big personality and memories to be made.\u003cbr />\u003cbr />**All checks will have a 4% pandemic recovery surcharge due to the additional costs associated with the impact on our business and operations. This is not a gratuity and will be used to help us offset the additional product, labor, overhead and other costs.**",false,7,49,rating:4.2,true,true,true,true,null,9632,32.7087699,-117.1603946,(619) 546-9292,,
149425,La Bonne Table,GuestCenter,on,https://www.opentable.com/la-bonne-table,$30 and under,Hillcrest,French,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"3696 5th Avenue, San Diego, CA, 92103","LA BONNE TABLE is a cozy and intimate restaurant in the heart of the bustling neighborhood of Hillcrest. We serve country french food in a bistro fashion. Our menu consists of classic french dishes, a modest but excellent selection that will change with the seasons. We offer a romantic atmosphere and elegant setting, full bar and french beer on tap. Reservations are recommended as seating is very limited in this exclusive restaurant. ​Bon Appetit!",false,12,865,rating:4.9,false,false,false,false,null,,32.745038,-117.160575,(619) 260-8039,,
44683,Bandar Restaurant,GuestCenter,on,https://www.opentable.com/r/bandar-restaurant-san-diego,$30 and under,Downtown / Gaslamp,Mediterranean,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"845 4th Ave, San Diego, CA, 92101"," \u003cbr />For dining:\u003cbr />Monday - Thursday: 4:00pm to 9:00pm\u003cbr />Friday: 4:00pm to 10:00pm\u003cbr />Saturday: 1:30pm to 10:00pm\u003cbr />Sunday: 1:30pm to 9:00pm\u003cbr />\u003cbr />We are open for Takeout  everyday   \u003cbr />\u003cbr />\u003cbr />Bandar Restaurant serves Mediterranean food with unique Persian spices flown to San Diego and served in original recipes. Chefs Behrooz and Shokooh create simple preparations to showcase them, alongside an exotic variety of oven-roasted eggplant, charbroiled chicken, seafood and flavorful prime steaks. Look for signature classics such as Nadari, Barg and Soltani. Bandar Restaurant is award-winning since 1996. The restaurant has a unique energy, sitting right in the heart of Gaslamp Quarter in Downtown San Diego. ",true,5,791,rating:4.5,false,false,false,false,null,,32.714249,-117.161048,(619) 238-0101,UBER_EATS,https://ubertrk.com/c/2606859/811249/5714?prodsku=311e368f-42b8-46b5-8885-5b334f1abf5c&u=https%3A%2F%2Fwww.ubereats.com%2Fsan-diego%2Ffood-delivery%2Fbandar%2FMR42j0K4RrWIhVszTxq_XA%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_5854
1009768,The Rooftop by STK,OTConnectPlus,on,https://www.opentable.com/r/the-rooftop-by-stk-san-diego,$30 and under,Downtown / Gaslamp,Californian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Dining,"600 F Street, San Diego, CA, 92101","We are currently offering, order at the bar style service for food and drinks with OPEN SEATING.  Reservations are not required to access the Rooftop.  \u003cbr />\u003cbr />Please note that the menu from STK Restaurant (lobby level) is not available on the Rooftop.\u003cbr />\u003cbr />For parties larger than 8 or cabana rentals, please email ly.costales@andaz.com\u003cbr />\u003cbr />\u003cbr />\u003cbr />\u003cbr />\u003cbr /> ",true,8,130,rating:4.1,false,false,false,false,null,,32.713867,-117.158919,(619) 814-2029,,
59722,The Red Door,GuestCenter,on,https://www.opentable.com/r/the-red-door-san-diego,$30 and under,Mission Hills,Italian,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"741 W. Washington St., San Diego, CA, 92103","The Red Door San Diego is committed to offering our guests sustainable and responsibly sourced farm-to-fork dishes. We proudly serve contemporary Italian and modern European cuisine with the freshest locally grown and handcrafted products available. We also feature delicious and unique ingredients from around the world. Chef/Owner Luciano Cibelli shops daily, personally selecting every item we serve. He bakes fresh breads, rolls, desserts and all of the pasta in house (including a special Gluten Free Bucatini) and he develops his menus in rhythm with the seasonal San Diego harvest.  Enjoy nightly special offerings or a house favorite, Beef Wellington. Join us for the highly rated cuisine and return for the charming ambiance and excellent service behind the Red Door. ",true,37,2184,rating:4.8,true,false,false,true,null,805,32.749838,-117.170297,(619) 295-6000,,
1063555,Saltwater,GuestCenter,on,https://www.opentable.com/r/saltwater-san-diego,$31 to $50,Downtown / Gaslamp,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Fine Dining,"565 5th Ave, San Diego, CA, 92101-6913","Saltwater is the premiere seafood restaurant in the Gaslamp Quarter, owned by the SD Dining group. As the best seafood restaurant in San Diego, we pride ourselves on the freshness of our ingredients, with fish being flown in daily from the mediteranean sea straight to our fresh fish bar where diners can choose their fish, weigh it and have it cooked to perfection, exactly how they like it! This is one of the few restaurants in California that offers this kind of seafood experience and truly sets us apart from our competition. The interior is a stunning deep royal blue that offers a romantic, premier, and nautical ambience that will make you feel like you are on a 90’ Riva yacht sailing through the Grand Canal. Come stop by for an experience that you will surely never forget.",false,13,167,rating:4.1,true,false,false,true,null,912,32.711373,-117.15994,(619) 525-9990,,
11896,Peohe's - Coronado Waterfront Restaurant,GuestCenter,on,https://www.opentable.com/r/peohes-coronado-waterfront-restaurant-coronado,$30 and under,Coronado,Seafood,null,false,eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,false,Casual Elegant,"1201 1st St, Coronado, CA, 92118","Nestled on Coronado Island, offers spectacular waterfront views of the San Diego Skyline just across the bay. Famous for fresh fish, seafood, steaks, prime rib and other Island-inspired cuisine. 3 Hour Parking Validation when you dine with Peohe's.",true,106,6711,rating:4.2,false,false,false,false,null,9,32.69866,-117.168915,(619) 437-4474,POSTMATES,https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F5defe0c3-80bd-47bb-aa18-27e0681fdccd&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st&af_android_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st&af_ios_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st
