restaurantId,name,type,slotDiscovery,urls,priceBand,neighborhood,statistics,primaryCuisine,campaignId,isPromoted,features,restaurantAvailabilityToken,groups,__typename,isPinned,photos,justAddedDetails,offers,diningStyle,coordinates,address,description,matchRelevance,hasTakeout,contactInformation,deliveryPartners
62380,Greystone Prime Steakhouse & Seafood,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/greystone-prime-steakhouse-and-seafood-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:3,currencySymbol:$,name:$31 to $50,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:48,reviews:{allTimeTextReviewCount:1544,ratings:{overall:{rating:4,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Steakhouse,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:2912,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/3/28424345.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/28424345/3/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/3/28424345.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/28424345/3/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.712303,longitude:-117.16027,__typename:GeographicCoordinates}","{line1:658 5th Ave.,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Greystone Prime Steakhouse &amp; Seafood has been a landmark destination in the historic Gaslamp Quarter in Downtown San Diego for 20 years. As a family-owned restaurant with family values that is dedicated to the highest level of service, we were honored when we were recognized as being one of the top 10 steakhouses in California. Our wide selection of USDA prime meat, and exotic game is surely going to have you taste buds begging for more. We offer an elegant and classic ambiance made perfect with the beautiful lighting, setting a romantic mood for a date night. Come stop by for our world famous wagyu and espresso martinis for a once-in-a-lifetime experience",null,false,"{phoneNumber:6192320225,formattedPhoneNumber:(619) 232-0225,__typename:RestaurantContactInformation}",[]
41335,Operacaffe,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/operacaffe,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:null,reviews:{allTimeTextReviewCount:871,ratings:{overall:{rating:4.7,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Italian,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/23685193.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/23685193/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/23685193.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/23685193/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.714147,longitude:-117.161047,__typename:GeographicCoordinates}","{line1:835 4th Ave,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","At Operacaffe we are passionate about  our culinary business and our customers.  The reputation for excellent cuisine, top-notch service, the quality and freshness of ingredients are the reasons we are so proud of our brand new restaurant!",null,true,"{phoneNumber:6192346538,formattedPhoneNumber:(619) 234-6538,__typename:RestaurantContactInformation}",[]
1147690,Cerveza Jack's Gaslamp,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/cerveza-jacks-gaslamp-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:7,reviews:{allTimeTextReviewCount:49,ratings:{overall:{rating:4.2,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Southern,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:true,highTop:true,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:19632,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/2/41582800.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/41582800/2/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/2/41582800.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/41582800/2/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.7087699,longitude:-117.1603946,__typename:GeographicCoordinates}","{line1:322 5th Ave,line2:,city:San Diego,state:CA,postCode:92101-6910,__typename:Address}","Located in the Gaslamp District of San Diego, Cerveza Jack's is an everyday escape for any food &amp; drink lover. Our menu features Southern comfort favorites inspired by our sister location in “Music City” Nashville, TN, while maintaining the effortless cool of the California coast. Perfect for a Lunch in the San Diego sun or a night of drunken debauchery (or both), Cerveza Jack's promises to be an oasis complete with live music, big personality and memories to be made.\u003cbr />\u003cbr />**All checks will have a 4% pandemic recovery surcharge due to the additional costs associated with the impact on our business and operations. This is not a gratuity and will be used to help us offset the additional product, labor, overhead and other costs.**",null,false,"{phoneNumber:6195469292,formattedPhoneNumber:(619) 546-9292,__typename:RestaurantContactInformation}",[]
149425,La Bonne Table,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/la-bonne-table,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Hillcrest,__typename:Neighborhood}","{recentReservationCount:12,reviews:{allTimeTextReviewCount:865,ratings:{overall:{rating:4.9,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:French,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/25153118.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/25153118/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/25153118.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/25153118/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.745038,longitude:-117.160575,__typename:GeographicCoordinates}","{line1:3696 5th Avenue,line2:,city:San Diego,state:CA,postCode:92103,__typename:Address}","LA BONNE TABLE is a cozy and intimate restaurant in the heart of the bustling neighborhood of Hillcrest. We serve country french food in a bistro fashion. Our menu consists of classic french dishes, a modest but excellent selection that will change with the seasons. We offer a romantic atmosphere and elegant setting, full bar and french beer on tap. Reservations are recommended as seating is very limited in this exclusive restaurant. ​Bon Appetit!",null,false,"{phoneNumber:6192608039,formattedPhoneNumber:(619) 260-8039,__typename:RestaurantContactInformation}",[]
44683,Bandar Restaurant,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/bandar-restaurant-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:null,reviews:{allTimeTextReviewCount:791,ratings:{overall:{rating:4.5,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Mediterranean,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/25608727.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod/25608727/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/25608727.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod/25608727/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Fine Dining,"{latitude:32.714249,longitude:-117.161048,__typename:GeographicCoordinates}","{line1:845 4th Ave,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}"," \u003cbr />For dining:\u003cbr />Monday - Thursday: 4:00pm to 9:00pm\u003cbr />Friday: 4:00pm to 10:00pm\u003cbr />Saturday: 1:30pm to 10:00pm\u003cbr />Sunday: 1:30pm to 9:00pm\u003cbr />\u003cbr />We are open for Takeout  everyday   \u003cbr />\u003cbr />\u003cbr />Bandar Restaurant serves Mediterranean food with unique Persian spices flown to San Diego and served in original recipes. Chefs Behrooz and Shokooh create simple preparations to showcase them, alongside an exotic variety of oven-roasted eggplant, charbroiled chicken, seafood and flavorful prime steaks. Look for signature classics such as Nadari, Barg and Soltani. Bandar Restaurant is award-winning since 1996. The restaurant has a unique energy, sitting right in the heart of Gaslamp Quarter in Downtown San Diego. ",null,true,"{phoneNumber:6192380101,formattedPhoneNumber:(619) 238-0101,__typename:RestaurantContactInformation}","[{deliveryPartnerId:3,deliveryPartnerName:UBER_EATS,menuUrl:https://ubertrk.com/c/2606859/811249/5714?prodsku=311e368f-42b8-46b5-8885-5b334f1abf5c&u=https%3A%2F%2Fwww.ubereats.com%2Fsan-diego%2Ffood-delivery%2Fbandar%2FMR42j0K4RrWIhVszTxq_XA%2F%3Futm_campaign%3Daffiliate-ir-%7Birmpname%7D_1_-99_national_e_all_acq_cpa_en_click-%7Bclickid%7D&intsrc=CATF_5854,active:true,__typename:DeliveryPartner}]"
1009768,The Rooftop by STK,OTConnectPlus,on,"{profileLink:{link:https://www.opentable.com/r/the-rooftop-by-stk-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:35,reviews:{allTimeTextReviewCount:130,ratings:{overall:{rating:4.1,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Californian,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/3/43390737.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/43390737/3/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/3/43390737.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/43390737/3/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.713867,longitude:-117.158919,__typename:GeographicCoordinates}","{line1:600 F Street,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","We are currently offering, order at the bar style service for food and drinks with OPEN SEATING.  Reservations are not required to access the Rooftop.  \u003cbr />\u003cbr />Please note that the menu from STK Restaurant (lobby level) is not available on the Rooftop.\u003cbr />\u003cbr />For parties larger than 8 or cabana rentals, please email ly.costales@andaz.com\u003cbr />\u003cbr />\u003cbr />\u003cbr />\u003cbr />\u003cbr /> ",null,true,"{phoneNumber:6198142029,formattedPhoneNumber:(619) 814-2029,__typename:RestaurantContactInformation}",[]
59722,The Red Door,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/the-red-door-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Mission Hills,__typename:Neighborhood}","{recentReservationCount:37,reviews:{allTimeTextReviewCount:2184,ratings:{overall:{rating:4.8,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Italian,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:2805,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/2/31898872.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/31898872/2/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/2/31898872.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/31898872/2/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.749838,longitude:-117.170297,__typename:GeographicCoordinates}","{line1:741 W. Washington St.,line2:,city:San Diego,state:CA,postCode:92103,__typename:Address}","The Red Door San Diego is committed to offering our guests sustainable and responsibly sourced farm-to-fork dishes. We proudly serve contemporary Italian and modern European cuisine with the freshest locally grown and handcrafted products available. We also feature delicious and unique ingredients from around the world. Chef/Owner Luciano Cibelli shops daily, personally selecting every item we serve. He bakes fresh breads, rolls, desserts and all of the pasta in house (including a special Gluten Free Bucatini) and he develops his menus in rhythm with the seasonal San Diego harvest.  Enjoy nightly special offerings or a house favorite, Beef Wellington. Join us for the highly rated cuisine and return for the charming ambiance and excellent service behind the Red Door. ",null,true,"{phoneNumber:6192956000,formattedPhoneNumber:(619) 295-6000,__typename:RestaurantContactInformation}",[]
1063555,Saltwater,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/saltwater-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:3,currencySymbol:$,name:$31 to $50,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:14,reviews:{allTimeTextReviewCount:167,ratings:{overall:{rating:4.1,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Seafood,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:2912,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/29518248.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/29518248/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/29518248.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/29518248/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Fine Dining,"{latitude:32.711373,longitude:-117.15994,__typename:GeographicCoordinates}","{line1:565 5th Ave,line2:,city:San Diego,state:CA,postCode:92101-6913,__typename:Address}","Saltwater is the premiere seafood restaurant in the Gaslamp Quarter, owned by the SD Dining group. As the best seafood restaurant in San Diego, we pride ourselves on the freshness of our ingredients, with fish being flown in daily from the mediteranean sea straight to our fresh fish bar where diners can choose their fish, weigh it and have it cooked to perfection, exactly how they like it! This is one of the few restaurants in California that offers this kind of seafood experience and truly sets us apart from our competition. The interior is a stunning deep royal blue that offers a romantic, premier, and nautical ambience that will make you feel like you are on a 90’ Riva yacht sailing through the Grand Canal. Come stop by for an experience that you will surely never forget.",null,false,"{phoneNumber:6195259990,formattedPhoneNumber:(619) 525-9990,__typename:RestaurantContactInformation}",[]
11896,Peohe's - Coronado Waterfront Restaurant,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/peohes-coronado-waterfront-restaurant-coronado,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Coronado,__typename:Neighborhood}","{recentReservationCount:104,reviews:{allTimeTextReviewCount:6711,ratings:{overall:{rating:4.2,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Seafood,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:49,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/32517736.jpg,width:105,__typename:Thumbnail},small:{url:https://resizer.otstatic.com/v2/photos/small/1/32517736.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/32517736.jpg,width:208,__typename:Thumbnail},medium:{url:https://resizer.otstatic.com/v2/photos/medium/1/32517736.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.69866,longitude:-117.168915,__typename:GeographicCoordinates}","{line1:1201 1st St,line2:,city:Coronado,state:CA,postCode:92118,__typename:Address}","Nestled on Coronado Island, offers spectacular waterfront views of the San Diego Skyline just across the bay. Famous for fresh fish, seafood, steaks, prime rib and other Island-inspired cuisine. 3 Hour Parking Validation when you dine with Peohe's.",null,true,"{phoneNumber:6194374474,formattedPhoneNumber:(619) 437-4474,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F5defe0c3-80bd-47bb-aa18-27e0681fdccd&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st&af_android_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st&af_ios_url=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpeohes-1201-1st-st,active:true,__typename:DeliveryPartner}"
139657,Union Kitchen & Tap - Gaslamp,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/union-kitchen-and-tap-gaslamp,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:35,reviews:{allTimeTextReviewCount:380,ratings:{overall:{rating:4.5,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:American,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:3052,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/3/31767669.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/31767669/3/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/3/31767669.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/31767669/3/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.70877,longitude:-117.159991,__typename:GeographicCoordinates}","{line1:333 Fifth Ave,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","The Vibe\u003cbr />\u003cbr />A little more than a stone’s throw from its original digs in Encinitas, Union Kitchen & Tap ignites the Gaslamp with our second neighborhood-friendly dining and drinking destination. Seamlessly melding refined and rustic, vintage and contemporary. Stylish without being sleek, Union Kitchen & Tap is warm and inviting, comfortable and lively.\u003cbr />\u003cbr />Union Kitchen & Tap boasts impressive surroundings of reclaimed wood and modern furnishings bringing their Americana concept to life, along with garage-style doors that open up to a generous patio, connecting Union’s bustling indoor vibe with refreshing outdoor spaces. Live entertainment and weekend DJs always set the stage for a great night out.",null,true,"{phoneNumber:6197959463,formattedPhoneNumber:(619) 795-9463,__typename:RestaurantContactInformation}",[]
263782,Pushkin Russian Restaurant,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/r/pushkin-russian-restaurant-san-diego,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Downtown / Gaslamp,__typename:Neighborhood}","{recentReservationCount:null,reviews:{allTimeTextReviewCount:288,ratings:{overall:{rating:4.6,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Russian,__typename:Cuisine}",null,false,"{subtype:null,bar:false,counter:false,highTop:false,outdoor:false,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,[],Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/1/29660959.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/29660959/1/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/1/29660959.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/29660959/1/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Elegant,"{latitude:32.713339,longitude:-117.159419,__typename:GeographicCoordinates}","{line1:750 6th Ave,line2:,city:San Diego,state:CA,postCode:92101,__typename:Address}","Pushkin Restaurant proudly bears the name in honor of the great Russian writer Alexander Pushkin (May 26, 1799 - January 29, 1837) - Russian poet, play and prose writer, critic, literary theorist, historian, a publicist who laid the foundations of the Russian realistic trend.\u003cbr />\u003cbr />Since our opening in October 2015, we have focused on bringing out the authenticity and deep history of Russian cuisine through our traditional and family recipes. At Pushkin, we pay tribute to the Russian as well as former Soviet Union cuisines from counties such as Ukraine, Armenia, Uzbekistan and Georgia which had a tremendous impact on what is considered Russian cuisine today. We believe this notion creates both unique and new dishes for you to try out!",null,true,"{phoneNumber:6194961908,formattedPhoneNumber:(619) 496-1908,__typename:RestaurantContactInformation}","[{deliveryPartnerId:4,deliveryPartnerName:POSTMATES,menuUrl:https://postmates.onelink.me/5uYG?pid=opentable&c=opentable&af_dp=postmates%3A%2F%2Fv1%2Fplaces%2F0ebc54cf-e3a4-4e38-9743-4b99c256be98&af_web_dp=https%3A%2F%2Fpostmates.com%2Fmerchant%2Fpushkin-restaurant-san-diego,active:true,__typename:DeliveryPartner}"
153043,Harley Gray Kitchen & Bar,GuestCenter,on,"{profileLink:{link:https://www.opentable.com/harley-gray-kitchen-and-bar,__typename:PageLink},__typename:RestaurantUrls}","{priceBandId:2,currencySymbol:$,name:$30 and under,__typename:PriceBand}","{name:Mission Hills,__typename:Neighborhood}","{recentReservationCount:58,reviews:{allTimeTextReviewCount:826,ratings:{overall:{rating:4.6,__typename:ReviewStatisticsRating},__typename:ReviewStatisticsRatings},__typename:ReviewStatistics},__typename:RestaurantStatistics}","{name:Contemporary American,__typename:Cuisine}",null,false,"{subtype:null,bar:true,counter:false,highTop:true,outdoor:true,pickupEnabled:null,__typename:RestaurantFeatures}",eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,"[{id:6957,__typename:RestaurantGroup}]",Restaurant,false,"{profile:{xsmall:{url:https://resizer.otstatic.com/v2/photos/xsmall/2/28972919.jpg,width:105,__typename:Thumbnail},small:{url:https://images.otstatic.com/prod1/28972919/2/small.jpg,width:160,__typename:Thumbnail},legacy:{url:https://resizer.otstatic.com/v2/photos/legacy/2/28972919.jpg,width:208,__typename:Thumbnail},medium:{url:https://images.otstatic.com/prod1/28972919/2/medium.jpg,width:320,__typename:Thumbnail},__typename:RestaurantProfile},__typename:RestaurantPhotos}","{justAdded:false,__typename:JustAddedDetails}",[],Casual Dining,"{latitude:32.749909,longitude:-117.171417,__typename:GeographicCoordinates}","{line1:902 West Washington St,line2:,city:San Diego,state:CA,postCode:92103,__typename:Address}","Harley Gray kitchen & bar is located on the corner of Goldfinch St. and Washington St. with outside patio seating on both sides, includes heaters and has an open sliding glass door wall.  We offer breakfast, lunch and dinner as well as an amazing weekend Brunch Menu with items including a Lobster Benedict, Organic Acai Bowl and Spicy Chiliquiles and you can take advantage of the $10 free flowing mimosas! \u003cbr />\u003cbr />We are known for many of our fantastic weekly specials at Harley Gray: Wednesday Night neighborhood night which offers Happy Hour all night, Thursday night Live Maine Lobster and Friday night Slow Roast Prime Rib to mention some more popular ones.  We strive to offer you an amazing dining experience that includes incredible food, unique and fun cocktails and of course friendly professional service from our entire staff. ",null,true,"{phoneNumber:6199558451,formattedPhoneNumber:(619) 955-8451,__typename:RestaurantContactInformation}",[]
